
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
PP BOM Evaluation
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
|Material |Material Number |ICt|Spare|Component |BOM component |Item Text Line 1|Item text line 2|Quantity|Un|
|S002179146|Circuit 0123 FLRYA 0.5 L         |L  |     |C9703990  |LT Single Wire FLRYA 0.5 L              |                |                |  1 885 |MM|
|S002179146|Circuit 0123 FLRYA 0.5 L         |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002179146|Circuit 0123 FLRYA 0.5 L         |L  |R    |7112519402|Terminal MQS Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002179261|Circuit 0125 FLRYB 4 G/W         |L  |     |H2806864  |LT Single Wire FLRYB 4 G/W              |                |                |    560 |MM|
|S002179261|Circuit 0125 FLRYB 4 G/W         |L  |L    |7116414202|Terminal YESC Female 6.3mm Sealed       |                |                |      1 |PC|
|S002179261|Circuit 0125 FLRYB 4 G/W         |L  |R    |71163251  |Terminal 375 L Female 9.5mm Unsealed    |                |                |      1 |PC|
|S002179261|Circuit 0125 FLRYB 4 G/W         |L  |L    |71583083  |Single Wire Seal Black                  |                |                |      1 |PC|
|S002220723|Circuit 0046 FLRYA 0.75 V        |L  |     |C9704092  |LT Single Wire FLRYA 0.75 V             |                |                |    570 |MM|
|S002220723|Circuit 0046 FLRYA 0.75 V        |X  |     |          |                                        |KS74780150      |L               |      1 |PC|
|S002220723|Circuit 0046 FLRYA 0.75 V        |L  |R    |7112519402|Terminal MQS Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002220731|Circuit 0094 FLRYA 1.5 B/G       |L  |     |C9706536  |LT Single Wire FLRYA 1.5 B/G            |                |                |    365 |MM|
|S002220731|Circuit 0094 FLRYA 1.5 B/G       |L  |L    |7116415202|Terminal YESC Female 2.8mm Sealed       |                |                |      1 |PC|
|S002220731|Circuit 0094 FLRYA 1.5 B/G       |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002220731|Circuit 0094 FLRYA 1.5 B/G       |L  |L    |7158311340|Single Wire Seal White                  |                |                |      1 |PC|
|S002220815|Circuit 0003 FLRYA 1.5 W/V       |L  |     |C97065C1  |LT Single Wire FLRYA 1.5 W/V            |                |                |    905 |MM|
|S002220815|Circuit 0003 FLRYA 1.5 W/V       |L  |L    |7116173402|Terminal Other Female 2.8mm Unsealed    |                |                |      1 |PC|
|S002220815|Circuit 0003 FLRYA 1.5 W/V       |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002235612|Circuit 0161 FLRYA 0.75 B        |X  |     |          |                                        |KS74010000      |R               |      1 |PC|
|S002235612|Circuit 0161 FLRYA 0.75 B        |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |    180 |MM|
|S002235612|Circuit 0161 FLRYA 0.75 B        |L  |R    |7039283330|Shrink Tube 5.75mm L:30mm  B            |                |                |      1 |PC|
|S002235612|Circuit 0161 FLRYA 0.75 B        |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S002268234|Circuit 0020 FLRYA 0.5 B/G       |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002268234|Circuit 0020 FLRYA 0.5 B/G       |L  |L    |7116439502|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002268234|Circuit 0020 FLRYA 0.5 B/G       |L  |     |C9703936  |LT Single Wire FLRYA 0.5 B/G            |                |                |    270 |MM|
|S002268237|Circuit 0022 FLRYA 0.75 B/G      |L  |     |C9704036  |LT Single Wire FLRYA 0.75 B/G           |                |                |  1 020 |MM|
|S002268237|Circuit 0022 FLRYA 0.75 B/G      |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002268237|Circuit 0022 FLRYA 0.75 B/G      |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002274192|Circuit 0001 FLR2XT4A 1 W/L      |L  |     |AN506049  |LT Single Wire FLR2XT4A 1 W/L           |                |                |    690 |MM|
|S002274192|Circuit 0001 FLR2XT4A 1 W/L      |L  |L    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S002274192|Circuit 0001 FLR2XT4A 1 W/L      |L  |R    |7296009906|Terminal MCP Female 1.2mm Sealed        |                |                |      1 |PC|
|S002274192|Circuit 0001 FLR2XT4A 1 W/L      |L  |R    |7157303660|Single Wire Seal Green                  |                |                |      1 |PC|
|S002274193|Circuit 0002 ACW0219 1 B/G       |L  |     |H7506036  |LT Single Wire ACW0219 1 B/G            |                |                |    695 |MM|
|S002274193|Circuit 0002 ACW0219 1 B/G       |L  |L    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S002274193|Circuit 0002 ACW0219 1 B/G       |L  |R    |7296009906|Terminal MCP Female 1.2mm Sealed        |                |                |      1 |PC|
|S002274193|Circuit 0002 ACW0219 1 B/G       |L  |R    |7157303660|Single Wire Seal Green                  |                |                |      1 |PC|
|S002441125|Circuit 0031 FLRYA 0.75 W/V      |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002441125|Circuit 0031 FLRYA 0.75 W/V      |L  |R    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002441125|Circuit 0031 FLRYA 0.75 W/V      |L  |     |C97040C1  |LT Single Wire FLRYA 0.75 W/V           |                |                |  1 760 |MM|
|S002441126|Circuit 0039 FLRYA 0.5 G/BR      |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002441126|Circuit 0039 FLRYA 0.5 G/BR      |L  |R    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002441126|Circuit 0039 FLRYA 0.5 G/BR      |L  |     |C9703968  |LT Single Wire FLRYA 0.5 G/BR           |                |                |  1 760 |MM|
|S002441142|Circuit 0002 FLRYA 0.75 B/W      |L  |     |C9704034  |LT Single Wire FLRYA 0.75 B/W           |                |                |    580 |MM|
|S002441142|Circuit 0002 FLRYA 0.75 B/W      |L  |L    |7116730802|Terminal MQS Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002441142|Circuit 0002 FLRYA 0.75 B/W      |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002441144|Circuit 0006 FLRYA 0.75 B/W      |L  |     |C9704034  |LT Single Wire FLRYA 0.75 B/W           |                |                |  1 020 |MM|
|S002441144|Circuit 0006 FLRYA 0.75 B/W      |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002441144|Circuit 0006 FLRYA 0.75 B/W      |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002441147|Circuit 0036 FLRYA 0.5 W/O       |L  |     |C97039E1  |LT Single Wire FLRYA 0.5 W/O            |                |                |  1 065 |MM|
|S002441147|Circuit 0036 FLRYA 0.5 W/O       |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002441147|Circuit 0036 FLRYA 0.5 W/O       |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002452074|Circuit 0044 FLRYA 0.5 GY/O      |L  |     |C9703921  |LT Single Wire FLRYA 0.5 GY/O           |                |                |  1 240 |MM|
|S002452074|Circuit 0044 FLRYA 0.5 GY/O      |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452074|Circuit 0044 FLRYA 0.5 GY/O      |L  |R    |7116439502|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452077|Circuit 0017 FLRYA 0.35 V/R      |L  |     |C97069G4  |LT Single Wire FLRYA 0.35 V/R           |                |                |  1 290 |MM|
|S002452077|Circuit 0017 FLRYA 0.35 V/R      |L  |L    |7116439402|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452077|Circuit 0017 FLRYA 0.35 V/R      |L  |R    |7116439402|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452078|Circuit 0018 FLRYA 0.35 L/GY     |L  |L    |7116439402|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452078|Circuit 0018 FLRYA 0.35 L/GY     |L  |R    |7116439402|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452078|Circuit 0018 FLRYA 0.35 L/GY     |L  |     |C97069X7  |LT Single Wire FLRYA 0.35 L/GY          |                |                |  1 290 |MM|
|S002452083|Circuit 0053 FLRYA 0.5 B/G       |L  |     |C9703936  |LT Single Wire FLRYA 0.5 B/G            |                |                |  1 300 |MM|
|S002452083|Circuit 0053 FLRYA 0.5 B/G       |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452083|Circuit 0053 FLRYA 0.5 B/G       |L  |R    |7116439502|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452089|Circuit 0011 FLRYA 0.75 G/V      |L  |     |C9704066  |LT Single Wire FLRYA 0.75 G/V           |                |                |    790 |MM|
|S002452089|Circuit 0011 FLRYA 0.75 G/V      |L  |L    |7116730802|Terminal MQS Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452089|Circuit 0011 FLRYA 0.75 G/V      |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002452091|Circuit 0008 FLRYA 0.5 B/L       |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002452091|Circuit 0008 FLRYA 0.5 B/L       |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452091|Circuit 0008 FLRYA 0.5 B/L       |L  |     |C9703939  |LT Single Wire FLRYA 0.5 B/L            |                |                |  1 065 |MM|
|S002452102|Circuit 0003 FLRYA 0.75 B/G      |L  |     |C9704036  |LT Single Wire FLRYA 0.75 B/G           |                |                |  1 180 |MM|
|S002452102|Circuit 0003 FLRYA 0.75 B/G      |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452102|Circuit 0003 FLRYA 0.75 B/G      |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002452103|Circuit 0042 FLRYA 0.5 B/G       |L  |     |C9703936  |LT Single Wire FLRYA 0.5 B/G            |                |                |    220 |MM|
|S002452103|Circuit 0042 FLRYA 0.5 B/G       |L  |L    |7116439502|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002452103|Circuit 0042 FLRYA 0.5 B/G       |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002452334|Circuit 0052 FLRYA 0.35 G/L      |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002452334|Circuit 0052 FLRYA 0.35 G/L      |L  |L    |7196099902|Terminal Generation Y Female 0.64mm Unse|                |                |      1 |PC|
|S002452334|Circuit 0052 FLRYA 0.35 G/L      |L  |     |C9706969  |LT Single Wire FLRYA 0.35 G/L           |                |                |    485 |MM|
|S002452335|Circuit 0054 FLRYA 0.35 W/G      |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002452335|Circuit 0054 FLRYA 0.35 W/G      |L  |L    |7196099902|Terminal Generation Y Female 0.64mm Unse|                |                |      1 |PC|
|S002452335|Circuit 0054 FLRYA 0.35 W/G      |L  |     |C9706946  |LT Single Wire FLRYA 0.35 W/G           |                |                |    485 |MM|
|S002460179|Circuit 0001 FLRYA 0.75 BR/Y     |L  |     |C9704087  |LT Single Wire FLRYA 0.75 BR/Y          |                |                |    800 |MM|
|S002460179|Circuit 0001 FLRYA 0.75 BR/Y     |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002460179|Circuit 0001 FLRYA 0.75 BR/Y     |L  |R    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002460272|Circuit 0003 FLRYA 0.5 BR        |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002460272|Circuit 0003 FLRYA 0.5 BR        |L  |R    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002460272|Circuit 0003 FLRYA 0.5 BR        |L  |     |C9703980  |LT Single Wire FLRYA 0.5 BR             |                |                |    430 |MM|
|S002460281|Circuit 0004 FLRYA 0.5 B         |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002460281|Circuit 0004 FLRYA 0.5 B         |L  |R    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002460281|Circuit 0004 FLRYA 0.5 B         |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    430 |MM|
|S002467003|Circuit 0011 FLRYA 0.75 B        |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467003|Circuit 0011 FLRYA 0.75 B        |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S002467003|Circuit 0011 FLRYA 0.75 B        |L  |L    |7158303190|Single Wire Seal Blue                   |                |                |      1 |PC|
|S002467003|Circuit 0011 FLRYA 0.75 B        |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |  1 200 |MM|
|S002467004|Circuit 0023 FLRYA 0.5 B         |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467004|Circuit 0023 FLRYA 0.5 B         |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002467004|Circuit 0023 FLRYA 0.5 B         |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    610 |MM|
|S002467006|Circuit 0032 FLRYB 0.75 B        |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467006|Circuit 0032 FLRYB 0.75 B        |L  |L    |7116820202|Terminal 110 Female 2.8mm Unsealed      |                |                |      1 |PC|
|S002467006|Circuit 0032 FLRYB 0.75 B        |L  |     |H2804030  |LT Single Wire FLRYB 0.75 B             |                |                |    595 |MM|
|S002467007|Circuit 0013 FLRYB 2.5 B         |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467007|Circuit 0013 FLRYB 2.5 B         |L  |L    |7116820302|Terminal DCS-1 Female 2.8mm Sealed      |                |                |      1 |PC|
|S002467007|Circuit 0013 FLRYB 2.5 B         |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    320 |MM|
|S002467009|Circuit 0028 FLRYB 6 B           |L  |     |H2806730  |LT Single Wire FLRYB 6 B                |                |                |    370 |MM|
|S002467009|Circuit 0028 FLRYB 6 B           |X  |     |          |                                        |KS74780150      |L               |      1 |PC|
|S002467009|Circuit 0028 FLRYB 6 B           |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467018|Circuit 0012 FLRYB 2.5 B         |L  |L    |7116415202|Terminal YESC Female 2.8mm Sealed       |                |                |      1 |PC|
|S002467018|Circuit 0012 FLRYB 2.5 B         |L  |R    |7116820302|Terminal DCS-1 Female 2.8mm Sealed      |                |                |      1 |PC|
|S002467018|Circuit 0012 FLRYB 2.5 B         |L  |L    |7158311340|Single Wire Seal White                  |                |                |      1 |PC|
|S002467018|Circuit 0012 FLRYB 2.5 B         |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |  1 760 |MM|
|S002467040|Circuit 0047 FLRYB 2.5 B         |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467040|Circuit 0047 FLRYB 2.5 B         |L  |L    |7116173402|Terminal Other Female 2.8mm Unsealed    |                |                |      1 |PC|
|S002467040|Circuit 0047 FLRYB 2.5 B         |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    630 |MM|
|S002467042|Circuit 0058 FLRYA 0.5 B         |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467042|Circuit 0058 FLRYA 0.5 B         |L  |L    |7196093902|Terminal Generation Y Female 0.64mm Seal|                |                |      1 |PC|
|S002467042|Circuit 0058 FLRYA 0.5 B         |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    345 |MM|
|S002467053|Circuit 0039 FLRYA 0.35 B        |L  |L    |7116415002|Terminal YESC Female 2.8mm Sealed       |                |                |      1 |PC|
|S002467053|Circuit 0039 FLRYA 0.35 B        |L  |R    |7196099902|Terminal Generation Y Female 0.64mm Unse|                |                |      1 |PC|
|S002467053|Circuit 0039 FLRYA 0.35 B        |L  |L    |7158311160|Single Wire Seal Green                  |                |                |      1 |PC|
|S002467053|Circuit 0039 FLRYA 0.35 B        |L  |     |C9706930  |LT Single Wire FLRYA 0.35 B             |                |                |  1 650 |MM|
|S002467054|Circuit 0040 FLRYA 0.35 B        |L  |L    |7116415002|Terminal YESC Female 2.8mm Sealed       |                |                |      1 |PC|
|S002467054|Circuit 0040 FLRYA 0.35 B        |L  |R    |7196099902|Terminal Generation Y Female 0.64mm Unse|                |                |      1 |PC|
|S002467054|Circuit 0040 FLRYA 0.35 B        |L  |L    |7158311160|Single Wire Seal Green                  |                |                |      1 |PC|
|S002467054|Circuit 0040 FLRYA 0.35 B        |L  |     |C9706930  |LT Single Wire FLRYA 0.35 B             |                |                |  1 650 |MM|
|S002467055|Circuit 0041 FLRYA 0.35 B        |L  |L    |7116415002|Terminal YESC Female 2.8mm Sealed       |                |                |      1 |PC|
|S002467055|Circuit 0041 FLRYA 0.35 B        |L  |R    |7196099902|Terminal Generation Y Female 0.64mm Unse|                |                |      1 |PC|
|S002467055|Circuit 0041 FLRYA 0.35 B        |L  |L    |7158311160|Single Wire Seal Green                  |                |                |      1 |PC|
|S002467055|Circuit 0041 FLRYA 0.35 B        |L  |     |C9706930  |LT Single Wire FLRYA 0.35 B             |                |                |  1 650 |MM|
|S002467056|Circuit 0042 FLRYA 0.35 B        |L  |L    |7116415002|Terminal YESC Female 2.8mm Sealed       |                |                |      1 |PC|
|S002467056|Circuit 0042 FLRYA 0.35 B        |L  |R    |7196099902|Terminal Generation Y Female 0.64mm Unse|                |                |      1 |PC|
|S002467056|Circuit 0042 FLRYA 0.35 B        |L  |L    |7158311160|Single Wire Seal Green                  |                |                |      1 |PC|
|S002467056|Circuit 0042 FLRYA 0.35 B        |L  |     |C9706930  |LT Single Wire FLRYA 0.35 B             |                |                |  1 650 |MM|
|S002467058|Circuit 0045 FLRYB 0.75 B        |L  |R    |7116439502|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002467058|Circuit 0045 FLRYB 0.75 B        |L  |L    |7196093702|Terminal Generation Y Female 0.64mm Seal|                |                |      1 |PC|
|S002467058|Circuit 0045 FLRYB 0.75 B        |L  |     |H2804030  |LT Single Wire FLRYB 0.75 B             |                |                |    470 |MM|
|S002467059|Circuit 0046 FLRYB 0.75 B        |L  |R    |7116439502|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002467059|Circuit 0046 FLRYB 0.75 B        |L  |L    |7196093702|Terminal Generation Y Female 0.64mm Seal|                |                |      1 |PC|
|S002467059|Circuit 0046 FLRYB 0.75 B        |L  |     |H2804030  |LT Single Wire FLRYB 0.75 B             |                |                |    470 |MM|
|S002467066|Circuit 0062 FLRYA 0.5 B         |L  |R    |7114439502|Terminal GET Male 0.64mm Unsealed       |                |                |      1 |PC|
|S002467066|Circuit 0062 FLRYA 0.5 B         |L  |L    |7196094002|Terminal 025 Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002467066|Circuit 0062 FLRYA 0.5 B         |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    440 |MM|
|S002467614|Circuit 0030 FLRYA 0.5 B         |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467614|Circuit 0030 FLRYA 0.5 B         |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002467614|Circuit 0030 FLRYA 0.5 B         |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    665 |MM|
|S002467615|Circuit 0034 FLRYA 0.5 B         |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467615|Circuit 0034 FLRYA 0.5 B         |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S002467615|Circuit 0034 FLRYA 0.5 B         |L  |L    |7158303050|Single Wire Seal Red                    |                |                |      1 |PC|
|S002467615|Circuit 0034 FLRYA 0.5 B         |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  1 160 |MM|
|S002467618|Circuit 0042 FLRYA 0.75 B        |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467618|Circuit 0042 FLRYA 0.75 B        |L  |L    |7114439502|Terminal GET Male 0.64mm Unsealed       |                |                |      1 |PC|
|S002467618|Circuit 0042 FLRYA 0.75 B        |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |    525 |MM|
|S002467621|Circuit 0033 FLRYB 2.5 B         |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467621|Circuit 0033 FLRYB 2.5 B         |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S002467621|Circuit 0033 FLRYB 2.5 B         |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    285 |MM|
|S002467622|Circuit 0023 FLRYB 2.5 B         |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S002467622|Circuit 0023 FLRYB 2.5 B         |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S002467622|Circuit 0023 FLRYB 2.5 B         |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    340 |MM|
|S002467628|Circuit 0003 FLRYB 2.5 B         |L  |L    |7116488002|Terminal 110 Female 2.8mm Sealed        |                |                |      1 |PC|
|S002467628|Circuit 0003 FLRYB 2.5 B         |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S002467628|Circuit 0003 FLRYB 2.5 B         |L  |L    |7158311340|Single Wire Seal White                  |                |                |      1 |PC|
|S002467628|Circuit 0003 FLRYB 2.5 B         |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |  1 790 |MM|
|S002467630|Circuit 0005 FLRYA 0.35 B        |L  |L    |7116415002|Terminal YESC Female 2.8mm Sealed       |                |                |      1 |PC|
|S002467630|Circuit 0005 FLRYA 0.35 B        |L  |R    |7116567802|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S002467630|Circuit 0005 FLRYA 0.35 B        |L  |L    |7158311160|Single Wire Seal Green                  |                |                |      1 |PC|
|S002467630|Circuit 0005 FLRYA 0.35 B        |L  |     |C9706930  |LT Single Wire FLRYA 0.35 B             |                |                |  1 785 |MM|
----------------------------------------------------------------------------------------------------------------------------------------------------------
