|Material  |Material Number           |ICt|Spare|Component |BOM component                    |Item Text Line 1|Item text line 2|Quantity|Un|
|S003485155|Circuit 0084 FLRYB 2.5 G/R            |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003485156|Circuit 0088 FLRYA 0.5 GY/L           |L  |     |C9703911  |LT Single Wire FLRYA 0.5 GY/L           |                |                |    715 |MM|
|S003485156|Circuit 0088 FLRYA 0.5 GY/L           |L  |L    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485156|Circuit 0088 FLRYA 0.5 GY/L           |L  |R    |7116472102|Terminal YESC Female 0.64mm Sealed/Unsea|                |                |      1 |PC|
|S003485157|Circuit 0090 FLRYA 0.5 GY/O           |L  |     |C9703921  |LT Single Wire FLRYA 0.5 GY/O           |                |                |  3 790 |MM|
|S003485157|Circuit 0090 FLRYA 0.5 GY/O           |L  |L    |7116472102|Terminal YESC Female 0.64mm Sealed/Unsea|                |                |      1 |PC|
|S003485157|Circuit 0090 FLRYA 0.5 GY/O           |L  |R    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003494360|Circuit 0014 M125SFD 1 B              |L  |L    |7116427102|Terminal YESC Kaizen Female 2.8mm Unseal|L               |                |      1 |PC|
|S003494360|Circuit 0014 M125SFD 1 B              |L  |     |AU306030  |LT Single Wire M125SFD 1 B              |                |                |  2 390 |MM|
|S003494360|Circuit 0014 M125SFD 1 B              |X  |     |          |                                        |KS74010000      |R               |      1 |PC|
|S003502531|Circuit 0008 M125SFD 0.75 B           |L  |     |AU304030  |LT Single Wire M125SFD 0.75 B           |                |                |  2 390 |MM|
|S003502531|Circuit 0008 M125SFD 0.75 B           |L  |L    |7116427102|Terminal YESC Kaizen Female 2.8mm Unseal|L               |                |      1 |PC|
|S003502531|Circuit 0008 M125SFD 0.75 B           |X  |     |          |                                        |KS74010000      |R               |      1 |PC|
|S003651295|Circuit 0025 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    640 |MM|
|S003651295|Circuit 0025 FLRYA 0.5 B              |L  |L    |7114700102|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S003651295|Circuit 0025 FLRYA 0.5 B              |L  |R    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003653052|Circuit 0002 FLRYB 2.5 B              |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |  1 115 |MM|
|S003653052|Circuit 0002 FLRYB 2.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003653052|Circuit 0002 FLRYB 2.5 B              |L  |R    |7116820302|Terminal DCS-1 Female 2.8mm Sealed      |                |                |      1 |PC|
|S003653053|Circuit 0003 FLRYA 0.5 B              |L  |R    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003653053|Circuit 0003 FLRYA 0.5 B              |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S003653053|Circuit 0003 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  1 115 |MM|
|S003653245|Circuit 0011 FLRYB 1 B                |L  |R    |7114198402|Terminal 110 Male 2.8mm Unsealed        |                |                |      1 |PC|
|S003653245|Circuit 0011 FLRYB 1 B                |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003653245|Circuit 0011 FLRYB 1 B                |L  |L    |7158303190|Single Wire Seal Blue                   |                |                |      1 |PC|
|S003653245|Circuit 0011 FLRYB 1 B                |L  |     |H2806030  |LT Single Wire FLRYB 1 B                |                |                |  1 890 |MM|
|S003653246|Circuit 0011 FLRYB 1 B                |L  |R    |7114198402|Terminal 110 Male 2.8mm Unsealed        |                |                |      1 |PC|
|S003653246|Circuit 0011 FLRYB 1 B                |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003653246|Circuit 0011 FLRYB 1 B                |L  |L    |7158303190|Single Wire Seal Blue                   |                |                |      1 |PC|
|S003653246|Circuit 0011 FLRYB 1 B                |L  |     |H2806030  |LT Single Wire FLRYB 1 B                |                |                |  1 880 |MM|
|S003782963|Circuit 0028 FLRYB 2.5 B              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003782963|Circuit 0028 FLRYB 2.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003782963|Circuit 0028 FLRYB 2.5 B              |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    740 |MM|
|S003838988|Circuit 0021 FLRYB 2.5 B              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003838988|Circuit 0021 FLRYB 2.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003838988|Circuit 0021 FLRYB 2.5 B              |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    430 |MM|
|S004008956|Circuit 0014 FLRYA 0.5 B              |L  |R    |7114677002|Terminal MX 150 Male 1.5mm Sealed       |                |                |      1 |PC|
|S004008956|Circuit 0014 FLRYA 0.5 B              |L  |L    |7116697102|Terminal MX 150 Female 1.5              |                |                |      1 |PC|
|S004008956|Circuit 0014 FLRYA 0.5 B              |L  |R    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S004008956|Circuit 0014 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  1 300 |MM|
|S004081581|Circuit 0054 FLRYA 1 B                |X  |     |          |                                        |KS74780150      |L               |      1 |PC|
|S004081581|Circuit 0054 FLRYA 1 B                |L  |R    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S004081581|Circuit 0054 FLRYA 1 B                |L  |R    |7157339660|Single Wire Seal Green                  |                |                |      1 |PC|
|S004081581|Circuit 0054 FLRYA 1 B                |L  |     |C9706030  |LT Single Wire FLRYA 1 B                |                |                |  1 550 |MM|
|S004084406|Circuit 0030 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |    635 |MM|
|S004084406|Circuit 0030 FLRYA 0.75 B             |L  |L    |7114198402|Terminal 110 Male 2.8mm Unsealed        |                |                |      1 |PC|
|S004084406|Circuit 0030 FLRYA 0.75 B             |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S004127383|Circuit 0070 FLRYB 2.5 B/G            |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S004127383|Circuit 0070 FLRYB 2.5 B/G            |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S004127383|Circuit 0070 FLRYB 2.5 B/G            |L  |     |H2807036  |LT Single Wire FLRYB 2.5 B/G            |                |                |    800 |MM|
|S004127384|Circuit 0107 FLRYB 2.5 V/R            |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S004127384|Circuit 0107 FLRYB 2.5 V/R            |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S004127384|Circuit 0107 FLRYB 2.5 V/R            |L  |     |H28070G4  |LT Single Wire FLRYB 2.5 V/R            |                |                |    800 |MM|
|S004127391|Circuit 0100 FLRYA 0.5 B/G            |L  |     |C9703936  |LT Single Wire FLRYA 0.5 B/G            |                |                |  2 100 |MM|
|S004127391|Circuit 0100 FLRYA 0.5 B/G            |L  |L    |7116697102|Terminal MX 150 Female 1.5              |                |                |      1 |PC|
|S004127391|Circuit 0100 FLRYA 0.5 B/G            |L  |R    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S004127391|Circuit 0100 FLRYA 0.5 B/G            |L  |R    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S004127406|Circuit 0125 FLRYB 4 B/Y              |L  |     |H2806837  |LT Single Wire FLRYB 4 B/Y              |                |                |    365 |MM|
|S004127406|Circuit 0125 FLRYB 4 B/Y              |L  |L    |7116411302|Terminal YESC Female 2.8mm Unsealed     |                |                |      1 |PC|
|S004127406|Circuit 0125 FLRYB 4 B/Y              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S004127411|Circuit 0161 FLRYB 4 V/R              |L  |     |H28068G4  |LT Single Wire FLRYB 4 V/R              |                |                |    430 |MM|
|S004127411|Circuit 0161 FLRYB 4 V/R              |L  |L    |7116411302|Terminal YESC Female 2.8mm Unsealed     |                |                |      1 |PC|
|S004127411|Circuit 0161 FLRYB 4 V/R              |X  |     |          |                                        |KS74090013      |R               |      1 |PC|
|S004127451|Circuit 0036 FLRYA 1.5 BR/L           |L  |L    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S004127451|Circuit 0036 FLRYA 1.5 BR/L           |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S004127451|Circuit 0036 FLRYA 1.5 BR/L           |L  |     |C9706589  |LT Single Wire FLRYA 1.5 BR/L           |                |                |  2 815 |MM|
|S004127466|Circuit 0155 FLRYB 6 GY/R             |L  |     |H2806710  |LT Single Wire FLRYB 6 GY/R             |                |                |  1 550 |MM|
|S004127466|Circuit 0155 FLRYB 6 GY/R             |X  |     |          |                                        |KS74090013      |L               |      1 |PC|
|S004127466|Circuit 0155 FLRYB 6 GY/R             |L  |R    |7116412402|Terminal YESC Female 6.3mm Unsealed     |                |                |      1 |PC|
|S004127467|Circuit 0162 FLRYB 6 V/R              |L  |     |H28067G4  |LT Single Wire FLRYB 6 V/R              |                |                |  1 600 |MM|
|S004127467|Circuit 0162 FLRYB 6 V/R              |L  |L    |7116412402|Terminal YESC Female 6.3mm Unsealed     |                |                |      1 |PC|
|S004127467|Circuit 0162 FLRYB 6 V/R              |X  |     |          |                                        |KS74090013      |R               |      1 |PC|
|S004127491|Circuit 0035 FLRYA 1.5 BR/Y           |L  |     |C9706587  |LT Single Wire FLRYA 1.5 BR/Y           |                |                |  1 495 |MM|
|S004127491|Circuit 0035 FLRYA 1.5 BR/Y           |L  |L    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S004127491|Circuit 0035 FLRYA 1.5 BR/Y           |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S004127492|Circuit 0037 FLRYA 1.5 W/G            |L  |     |C9706546  |LT Single Wire FLRYA 1.5 W/G            |                |                |  1 495 |MM|
|S004127492|Circuit 0037 FLRYA 1.5 W/G            |L  |L    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S004127492|Circuit 0037 FLRYA 1.5 W/G            |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S004135256|Circuit 0019 FLRYB 6 B                |L  |     |H2806730  |LT Single Wire FLRYB 6 B                |                |                |    515 |MM|
|S004135256|Circuit 0019 FLRYB 6 B                |X  |     |          |                                        |KS74780130      |L               |      1 |PC|
|S004135256|Circuit 0019 FLRYB 6 B                |X  |     |          |                                        |KS74780130      |R               |      1 |PC|
|S004142379|Circuit 0048 A39YA 0.5 V/O            |L  |     |AW2039E3  |LT Single Wire A39YA 0.5 V/O            |                |                |    335 |MM|
|S004142379|Circuit 0048 A39YA 0.5 V/O            |L  |L    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S004142379|Circuit 0048 A39YA 0.5 V/O            |L  |R    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S004551710|Circuit 0079 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |    500 |MM|
|S004551710|Circuit 0079 FLRYA 0.75 B             |L  |L    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S004551710|Circuit 0079 FLRYA 0.75 B             |X  |     |          |                                        |KS74780130      |R               |      1 |PC|
|S004551886|Circuit 0077 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |    215 |MM|
|S004551886|Circuit 0077 FLRYA 0.75 B             |L  |L    |7116820202|Terminal 110 Female 2.8mm Unsealed      |                |                |      1 |PC|
|S004551886|Circuit 0077 FLRYA 0.75 B             |X  |     |          |                                        |KS74780130      |R               |      1 |PC|
|S004551905|Circuit 0087 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |  1 695 |MM|
|S004551905|Circuit 0087 FLRYA 0.75 B             |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S004551905|Circuit 0087 FLRYA 0.75 B             |X  |     |          |                                        |KS74780130      |R               |      1 |PC|
|S004551905|Circuit 0087 FLRYA 0.75 B             |L  |L    |7157339660|Single Wire Seal Green                  |                |                |      1 |PC|
|S004551912|Circuit 0078 FLRYA 1.5 B              |L  |     |C9706530  |LT Single Wire FLRYA 1.5 B              |                |                |    900 |MM|
|S004551912|Circuit 0078 FLRYA 1.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S004551912|Circuit 0078 FLRYA 1.5 B              |X  |     |          |                                        |KS74780130      |R               |      1 |PC|
|S004554320|Circuit 0027 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |  1 145 |MM|
|S004554320|Circuit 0027 FLRYA 0.75 B             |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S004554320|Circuit 0027 FLRYA 0.75 B             |X  |     |          |                                        |KS74780130      |R               |      1 |PC|
|S004554320|Circuit 0027 FLRYA 0.75 B             |L  |L    |7158303190|Single Wire Seal Blue                   |                |                |      1 |PC|
|S004554332|Circuit 0005 FLRYA 0.75 B             |X  |     |          |                                        |KS74780130      |R               |      1 |PC|
|S004554332|Circuit 0005 FLRYA 0.75 B             |L  |L    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S004554332|Circuit 0005 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |    720 |MM|
|S004554334|Circuit 0012 FLRYA 1 B                |L  |R    |7114198402|Terminal 110 Male 2.8mm Unsealed        |                |                |      1 |PC|
|S004554334|Circuit 0012 FLRYA 1 B                |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S004554334|Circuit 0012 FLRYA 1 B                |L  |L    |7158303190|Single Wire Seal Blue                   |                |                |      1 |PC|
|S004554334|Circuit 0012 FLRYA 1 B                |L  |     |C9706030  |LT Single Wire FLRYA 1 B                |                |                |  1 850 |MM|
|S004554347|Circuit 0004 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |  2 120 |MM|
|S004554347|Circuit 0004 FLRYA 0.75 B             |L  |L    |7114666902|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S004554347|Circuit 0004 FLRYA 0.75 B             |L  |R    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S004554347|Circuit 0004 FLRYA 0.75 B             |L  |R    |7157339660|Single Wire Seal Green                  |                |                |      1 |PC|
|S004554348|Circuit 0009 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |    670 |MM|
|S004554348|Circuit 0009 FLRYA 0.75 B             |L  |L    |7114666902|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S004554348|Circuit 0009 FLRYA 0.75 B             |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S004554350|Circuit 0003 FLRYA 1 B                |L  |     |C9706030  |LT Single Wire FLRYA 1 B                |                |                |    170 |MM|
|S004554350|Circuit 0003 FLRYA 1 B                |X  |     |          |                                        |KS74780130      |L               |      1 |PC|
|S004554350|Circuit 0003 FLRYA 1 B                |X  |     |          |                                        |KS74780130      |R               |      1 |PC|
|S004554352|Circuit 0055 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |  1 405 |MM|
|S004554352|Circuit 0055 FLRYA 0.75 B             |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S004554352|Circuit 0055 FLRYA 0.75 B             |X  |     |          |                                        |KS74780130      |R               |      1 |PC|
|S004554352|Circuit 0055 FLRYA 0.75 B             |L  |L    |7157339660|Single Wire Seal Green                  |                |                |      1 |PC|
|S005116923|Circuit 0140 FLRYA 0.75 B/G           |L  |     |C9704036  |LT Single Wire FLRYA 0.75 B/G           |                |                |    320 |MM|
|S005116923|Circuit 0140 FLRYA 0.75 B/G           |L  |L    |7114411102|Terminal YESC Male 2.8mm Unsealed       |                |                |      1 |PC|
|S005116923|Circuit 0140 FLRYA 0.75 B/G           |L  |R    |7009532202|Eyelet Terminal 0.6mm                   |                |                |      1 |PC|
|S005116925|Circuit 0127 FLRYB 6 B/Y              |L  |     |H2806737  |LT Single Wire FLRYB 6 B/Y              |                |                |    395 |MM|
|S005116925|Circuit 0127 FLRYB 6 B/Y              |L  |L    |7009521202|Eyelet Terminal 6.4mm                   |                |                |      1 |PC|
|S005116925|Circuit 0127 FLRYB 6 B/Y              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S005244561|Circuit 0009 M125SFD 0.5 B            |L  |L    |7116410002|Terminal YESC Female 1.5mm Unsealed     |                |                |      1 |PC|
|S005244561|Circuit 0009 M125SFD 0.5 B            |L  |     |AU303930  |LT Single Wire M125SFD 0.5 B            |                |                |  2 390 |MM|
|S005244561|Circuit 0009 M125SFD 0.5 B            |X  |     |          |                                        |KS74010000      |R               |      1 |PC|
|S005244582|Circuit 0010 M125SFD 0.75 B           |L  |L    |7116410102|Terminal YESC Female 1.5mm Unsealed     |                |                |      1 |PC|
|S005244582|Circuit 0010 M125SFD 0.75 B           |L  |     |AU304030  |LT Single Wire M125SFD 0.75 B           |                |                |  2 390 |MM|
|S005244582|Circuit 0010 M125SFD 0.75 B           |X  |     |          |                                        |KS74010000      |R               |      1 |PC|
|S005435261|Circuit 0121 FLRYA 1 GY/BR            |L  |     |C97060K5  |LT Single Wire FLRYA 1 GY/BR            |                |                |  2 150 |MM|
|S005435261|Circuit 0121 FLRYA 1 GY/BR            |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S005435261|Circuit 0121 FLRYA 1 GY/BR            |L  |R    |7114411102|Terminal YESC Male 2.8mm Unsealed       |                |                |      1 |PC|
|S005435292|Circuit 0122 FLRYA 1 GY/L             |L  |     |C9706011  |LT Single Wire FLRYA 1 GY/L             |                |                |  2 150 |MM|
|S005435292|Circuit 0122 FLRYA 1 GY/L             |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S005435292|Circuit 0122 FLRYA 1 GY/L             |L  |R    |7114411102|Terminal YESC Male 2.8mm Unsealed       |                |                |      1 |PC|
|S005438550|Circuit 0036 FLRYA 1.5 BR/L           |L  |     |C9706589  |LT Single Wire FLRYA 1.5 BR/L           |                |                |  2 040 |MM|
|S005438550|Circuit 0036 FLRYA 1.5 BR/L           |L  |L    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S005438550|Circuit 0036 FLRYA 1.5 BR/L           |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S005439039|Circuit 0166 FLRYA 1 W/O              |L  |     |C97060E1  |LT Single Wire FLRYA 1 W/O              |                |                |  2 150 |MM|
|S005439039|Circuit 0166 FLRYA 1 W/O              |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S005439039|Circuit 0166 FLRYA 1 W/O              |L  |R    |7114411102|Terminal YESC Male 2.8mm Unsealed       |                |                |      1 |PC|
|S005439042|Circuit 0147 FLRYB 2.5 G/R            |L  |     |H2807065  |LT Single Wire FLRYB 2.5 G/R            |                |                |  2 150 |MM|
|S005439042|Circuit 0147 FLRYB 2.5 G/R            |L  |L    |7116411202|Terminal YESC Female 2.8mm Unsealed     |                |                |      1 |PC|
|S005439042|Circuit 0147 FLRYB 2.5 G/R            |L  |R    |7114411202|Terminal YESC Male 2.8mm Unsealed       |                |                |      1 |PC|
|S005439043|Circuit 0123 FLRYA 0.75 L/W           |L  |R    |7114411102|Terminal YESC Male 2.8mm Unsealed       |                |                |      1 |PC|
|S005439043|Circuit 0123 FLRYA 0.75 L/W           |L  |L    |7116478102|Terminal YESC Kaizen Female 1.5mm Unseal|                |                |      1 |PC|
|S005439043|Circuit 0123 FLRYA 0.75 L/W           |L  |     |C9704094  |LT Single Wire FLRYA 0.75 L/W           |                |                |    710 |MM|
|S005439045|Circuit 0115 FLRYA 0.5 Y/V            |L  |R    |7114631502|Terminal YESC Male 1.5mm Unsealed       |                |                |      1 |PC|
|S005439045|Circuit 0115 FLRYA 0.5 Y/V            |L  |L    |7116478002|Terminal YESC Kaizen Female 1.5mm Unseal|                |                |      1 |PC|
|S005439045|Circuit 0115 FLRYA 0.5 Y/V            |L  |     |C97039G1  |LT Single Wire FLRYA 0.5 Y/V            |                |                |    715 |MM|
|S005439560|Circuit 0054 FLRYA 1.5 W              |L  |     |C9706540  |LT Single Wire FLRYA 1.5 W              |                |                |  3 925 |MM|
|S005439560|Circuit 0054 FLRYA 1.5 W              |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S005439560|Circuit 0054 FLRYA 1.5 W              |L  |R    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S005439632|Circuit 0038 FLRYA 1.5 BR/W           |L  |     |C9706584  |LT Single Wire FLRYA 1.5 BR/W           |                |                |  2 040 |MM|
|S005439632|Circuit 0038 FLRYA 1.5 BR/W           |L  |L    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S005439632|Circuit 0038 FLRYA 1.5 BR/W           |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S005439643|Circuit 0051 FLRYA 1.5 L/W            |L  |     |C9706594  |LT Single Wire FLRYA 1.5 L/W            |                |                |  3 925 |MM|
|S005439643|Circuit 0051 FLRYA 1.5 L/W            |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S005439643|Circuit 0051 FLRYA 1.5 L/W            |L  |R    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S005480741|Circuit 0041 FLRYA 0.75 Y/V           |L  |     |C97040G1  |LT Single Wire FLRYA 0.75 Y/V           |                |                |    455 |MM|
|S005480741|Circuit 0041 FLRYA 0.75 Y/V           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S005480741|Circuit 0041 FLRYA 0.75 Y/V           |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S005483532|Circuit 0042 FLRYA 0.75 Y/V           |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S005483532|Circuit 0042 FLRYA 0.75 Y/V           |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S005483532|Circuit 0042 FLRYA 0.75 Y/V           |L  |L    |7157339660|Single Wire Seal Green                  |                |                |      1 |PC|
|S005483532|Circuit 0042 FLRYA 0.75 Y/V           |L  |     |C97040G1  |LT Single Wire FLRYA 0.75 Y/V           |                |                |    700 |MM|
|S005483538|Circuit 0043 FLRYA 0.75 Y/V           |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S005483538|Circuit 0043 FLRYA 0.75 Y/V           |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S005483538|Circuit 0043 FLRYA 0.75 Y/V           |L  |L    |7157339660|Single Wire Seal Green                  |                |                |      1 |PC|
|S005483538|Circuit 0043 FLRYA 0.75 Y/V           |L  |     |C97040G1  |LT Single Wire FLRYA 0.75 Y/V           |                |                |  2 370 |MM|
|S005981283|Circuit 0040 FLRYA 0.75 Y/V           |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S005981283|Circuit 0040 FLRYA 0.75 Y/V           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S005981283|Circuit 0040 FLRYA 0.75 Y/V           |L  |     |C97040G1  |LT Single Wire FLRYA 0.75 Y/V           |                |                |    910 |MM|
|S006126523|Circuit 0066 A39YA 0.75 V/W           |L  |     |AW204033  |LT Single Wire A39YA 0.75 V/W           |                |                |  6 365 |MM|
|S006126523|Circuit 0066 A39YA 0.75 V/W           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006126523|Circuit 0066 A39YA 0.75 V/W           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006126524|Circuit 0066 A39YA 0.75 W/O           |L  |     |AW2040E1  |LT Single Wire A39YA 0.75 W/O           |                |                |  6 365 |MM|
|S006126524|Circuit 0066 A39YA 0.75 W/O           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006126524|Circuit 0066 A39YA 0.75 W/O           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006126728|Circuit 0066 A39YA 0.75 V/W           |L  |     |AW204033  |LT Single Wire A39YA 0.75 V/W           |                |                |  6 965 |MM|
|S006126728|Circuit 0066 A39YA 0.75 V/W           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006126728|Circuit 0066 A39YA 0.75 V/W           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006126729|Circuit 0066 A39YA 0.75 W/O           |L  |     |AW2040E1  |LT Single Wire A39YA 0.75 W/O           |                |                |  6 965 |MM|
|S006126729|Circuit 0066 A39YA 0.75 W/O           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006126729|Circuit 0066 A39YA 0.75 W/O           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006126849|Circuit 0066 A39YA 0.75 V/W           |L  |     |AW204033  |LT Single Wire A39YA 0.75 V/W           |                |                |  7 475 |MM|
|S006126849|Circuit 0066 A39YA 0.75 V/W           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006126849|Circuit 0066 A39YA 0.75 V/W           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006126951|Circuit 0066 A39YA 0.75 W/O           |L  |     |AW2040E1  |LT Single Wire A39YA 0.75 W/O           |                |                |  7 475 |MM|
|S006126951|Circuit 0066 A39YA 0.75 W/O           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006126951|Circuit 0066 A39YA 0.75 W/O           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006127776|Circuit 0066 A39YA 0.75 V/W           |L  |     |AW204033  |LT Single Wire A39YA 0.75 V/W           |                |                |  7 165 |MM|
